CCCM IDP Site Code,Region,District,Settlement, HH , Ind ,Latitude,Longitude,Neighbourhood,Neighbourhood Type,Source,IDP Code (REACH DSA4),district_code
CCCM-SO220117-0162,Banadir,Mogadishu Khada,Abdi Ise, 50 , 200 ,2.0511198,45.2578074,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0163,Banadir,Mogadishu Khada,Ali, 70 , 210 ,2.0510452,45.2570542,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0164,Banadir,Mogadishu Khada,Cadceed, 200 , 757 ,2.0508467,45.2573521,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0165,Banadir,Mogadishu Khada,Jidow, 80 , 385 ,2.0507264,45.2570081,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0166,Banadir,Mogadishu Khada,Rijal, 120 , 505 ,2.0508028,45.2573095,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0167,Banadir,Mogadishu Khada,Sagarole2, 100 , 655 ,2.0508223,45.2570593,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0168,Banadir,Mogadishu Khada,Simow2, 175 , 515 ,2.0505132,45.2571484,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0169,Banadir,Mogadishu Khada,Tawakal, 110 , 662 ,2.0510862,45.2575745,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0170,Banadir,Mogadishu Khada,Wabiyow, 135 , 660 ,2.0508716,45.2570664,Al Yaasiin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0171,Banadir,Mogadishu Khada,Alanfuutow, 170 , 680 ,2.0628114,45.2440189,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0172,Banadir,Mogadishu Khada,Barwaaqo, 90 , 366 ,2.061035,45.2442796,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0173,Banadir,Mogadishu Khada,Bilkheyr, 75 , 360 ,2.062887,45.2437685,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0174,Banadir,Mogadishu Khada,Buimo Qurac , 50 , 209 ,2.0628964,45.243039,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0175,Banadir,Mogadishu Khada,Doon Iidle, 40 , 229 ,2.0627394,45.2429786,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0176,Banadir,Mogadishu Khada,Jimcale, 290 , 573 ,2.0630649,45.2432496,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0177,Banadir,Mogadishu Khada,Qoryoley One, 80 , 325 ,2.0628617,45.243356,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0178,Banadir,Mogadishu Khada,Saabiriin, 35 , 217 ,2.062839,45.2441061,Alafootow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0179,Banadir,Mogadishu Khada,Ala Aamin, 58 , 294 ,2.0608136,45.2290288,Alkoosar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0180,Banadir,Mogadishu Khada,Baarliin, 37 , 189 ,2.0610612,45.2293121,Alkoosar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0181,Banadir,Mogadishu Khada,Saabir 2, 67 , 335 ,2.0609833,45.2292932,Alkoosar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0182,Banadir,Mogadishu Khada,Banaaney, 78 , 290 ,2.0456085,45.2529068,Alla Aamiin 3,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0183,Banadir,Mogadishu Khada,Gabey Banana, 65 , 323 ,2.0454761,45.2523165,Alla Aamiin 3,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0184,Banadir,Mogadishu Khada,Janaale, 110 , 600 ,2.0448363,45.2520999,Alla Aamiin 3,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0185,Banadir,Mogadishu Khada,Alle Suge, 130 , 396 ,2.0672186,45.2354499,Allah Saqiro,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0186,Banadir,Mogadishu Khada,Maido, 95 , 200 ,2.0671866,45.2355239,Allah Saqiro,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0187,Banadir,Mogadishu Khada,Bulo Khalif, 84 , 336 ,2.0638367,45.2536801,Alle Magan 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0188,Banadir,Mogadishu Khada,Daldhis, 108 , 540 ,2.0597678,45.2593846,Almaciin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0189,Banadir,Mogadishu Khada,Alhidaya, 84 , 428 ,2.0669108,45.2355725,Almustaqim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0190,Banadir,Mogadishu Khada,Beledamin, 95 , 382 ,2.0671274,45.2354101,Almustaqim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0191,Banadir,Mogadishu Khada,Berhano, 76 , 282 ,2.0667339,45.2355621,Almustaqim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0192,Banadir,Mogadishu Khada,Bolimog, 89 , 283 ,2.0671021,45.2354786,Almustaqim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0193,Banadir,Mogadishu Khada,Garas Kurdile, 85 , 332 ,2.0668461,45.2355196,Almustaqim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0194,Banadir,Mogadishu Khada,Hidig, 75 , 421 ,2.0670087,45.2355995,Almustaqim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0195,Banadir,Mogadishu Khada,Rob Da'Ay, 146 ," 1,560 ",2.0655514,45.2323068,Alnur,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0196,Banadir,Mogadishu Khada,Sahal, 58 , 291 ,2.0667605,45.2357146,Alnur,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0197,Banadir,Mogadishu Khada,Tiyeglow, 75 , 309 ,2.0655514,45.2323068,Alnur,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0198,Banadir,Mogadishu Khada,Alxamdullilahi, 98 , 490 ,2.0600922,45.245231,Alxamdullilahi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0199,Banadir,Mogadishu Khada,Malable, 180 , 440 ,2.0591064,45.2448768,Alxamdullilahi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0200,Banadir,Mogadishu Khada,Subagle, 154 , 616 ,2.0594196,45.2448607,Alxamdullilahi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0201,Banadir,Mogadishu Khada,Barwako, 258 , 570 ,2.0669928,45.2354685,Anfac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0202,Banadir,Mogadishu Khada,Sagal Cid, 190 , 510 ,2.0668983,45.2350942,Anfac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0203,Banadir,Mogadishu Khada,Sowdo, 90 , 485 ,2.0669763,45.2354214,Anfac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0204,Banadir,Mogadishu Khada,El Garas, 125 , 461 ,2.0597655,45.2440743,Arafat,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0205,Banadir,Mogadishu Khada,Al Naciim, 67 , 355 ,2.0632677,45.2283908,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0206,Banadir,Mogadishu Khada,Alayaasir, 67 , 299 ,2.0670605,45.235718,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0207,Banadir,Mogadishu Khada,Baladu Raxma, 49 , 258 ,2.0671048,45.2356671,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0208,Banadir,Mogadishu Khada,Baladuraxma, 47 , 188 ,2.0671203,45.2356647,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0209,Banadir,Mogadishu Khada,Basro, 69 , 398 ,2.0670887,45.2356783,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0210,Banadir,Mogadishu Khada,Biyoole, 57 , 156 ,2.0670564,45.2356213,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0211,Banadir,Mogadishu Khada,Caymow, 41 , 203 ,2.0670899,45.2357102,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0212,Banadir,Mogadishu Khada,Doolaawe, 50 , 102 ,2.0671058,45.2357319,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0213,Banadir,Mogadishu Khada,Doonweyne, 75 , 375 ,2.0632897,45.2283898,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0214,Banadir,Mogadishu Khada,Galcad , 75 , 301 ,2.067191,45.2357059,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0215,Banadir,Mogadishu Khada,Geeseey 2, 78 , 464 ,2.0630653,45.2288526,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0216,Banadir,Mogadishu Khada,Geesey, 87 , 485 ,2.0630685,45.2288621,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0217,Banadir,Mogadishu Khada,Geeshaan , 57 , 342 ,2.0633248,45.2283525,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0218,Banadir,Mogadishu Khada,Jaciir, 43 , 118 ,2.0671012,45.2356873,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0219,Banadir,Mogadishu Khada,Maymun Idp, 55 , 255 ,2.0632208,45.228469,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0220,Banadir,Mogadishu Khada,Nasiib 2, 53 , 144 ,2.0670482,45.2356914,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0221,Banadir,Mogadishu Khada,Sabirin Camp, 50 , 250 ,2.0634457,45.2282542,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0222,Banadir,Mogadishu Khada,Sirmaqabe 2, 95 , 649 ,2.0629439,45.228924,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0223,Banadir,Mogadishu Khada,Sokorey, 48 , 228 ,2.0633184,45.228341,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0224,Banadir,Mogadishu Khada,Warmaaxi, 57 , 390 ,2.0671008,45.2357,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0225,Banadir,Mogadishu Khada,Xagar, 87 , 450 ,2.0670572,45.23564,Arjac,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0226,Banadir,Mogadishu Khada,Kaalmoy, 55 , 414 ,2.0616859,45.2535311,Aruurshow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0227,Banadir,Mogadishu Khada,Uaruurisow, 49 , 395 ,2.0617337,45.2528767,Aruurshow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0228,Banadir,Mogadishu Khada,Adey Bare, 55 , 165 ,2.0650151,45.2283705,Aw Gura,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0229,Banadir,Mogadishu Khada,Teradish 18, 60 , 180 ,2.0650071,45.2284665,Aw Gura,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0230,Banadir,Mogadishu Khada,Labi Buul, 55 , 385 ,2.064914,45.2285135,Aw Guure 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0231,Banadir,Mogadishu Khada,Awdeele 3, 140 , 244 ,2.0468734,45.2541673,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0232,Banadir,Mogadishu Khada,Badade, 80 , 198 ,2.0464204,45.2535539,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0233,Banadir,Mogadishu Khada,Banyaal, 145 , 214 ,2.0481594,45.2553005,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0234,Banadir,Mogadishu Khada,Baydabo , 123 , 282 ,2.046963,45.2543007,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0235,Banadir,Mogadishu Khada,Burey Derow, 30 , 165 ,2.0464543,45.2552817,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0236,Banadir,Mogadishu Khada,Bust Fannay, 130 , 203 ,2.0474439,45.2548323,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0237,Banadir,Mogadishu Khada,Buur Rakabi, 113 , 233 ,2.0463602,45.2536233,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0238,Banadir,Mogadishu Khada,Sagaroole, 120 , 243 ,2.0474978,45.2558941,Awbale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0239,Banadir,Mogadishu Khada,Barbaare, 45 , 373 ,2.0648696,45.2282366,Awguure,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0240,Banadir,Mogadishu Khada,Dafat (Dhafaat), 75 , 410 ,2.064869,45.2282083,Awguure,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0241,Banadir,Mogadishu Khada,Idaja, 52 , 432 ,2.0649457,45.2282619,Awguure,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0242,Banadir,Mogadishu Khada,Goorsan, 40 , 342 ,2.0648966,45.2284121,Awguure 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0243,Banadir,Mogadishu Khada,Tugow, 48 , 324 ,2.0649364,45.2284491,Awguure 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0244,Banadir,Mogadishu Khada,Bangaley, 153 , 459 ,2.0524558,45.2565808,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0245,Banadir,Mogadishu Khada,Barwaaqo, 46 , 398 ,2.0505195,45.2565502,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0246,Banadir,Mogadishu Khada,Khaatumo, 86 , 334 ,2.0526064,45.2565887,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0247,Banadir,Mogadishu Khada,Muno, 120 , 295 ,2.0504012,45.2552253,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0248,Banadir,Mogadishu Khada,Safaari, 77 , 231 ,2.0522811,45.2559968,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0249,Banadir,Mogadishu Khada,Sumaya, 95 , 460 ,2.0512255,45.2560038,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0250,Banadir,Mogadishu Khada,Sumayo 1, 55 , 275 ,2.05075,45.2561767,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0251,Banadir,Mogadishu Khada,Wardinle, 100 , 526 ,2.0506832,45.2550926,Baali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0252,Banadir,Mogadishu Khada,Doyarow, 57 , 346 ,2.0670329,45.2357813,Baasguul,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0253,Banadir,Mogadishu Khada,Kam Eyle, 57 , 356 ,2.0672137,45.2354438,Baasguul,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0254,Banadir,Mogadishu Khada,Sharey 2, 37 , 217 ,2.0670839,45.2354597,Baasguul,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0255,Banadir,Mogadishu Khada,Dheriyow, 35 , 232 ,2.0409866,45.2603381,Bakad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0256,Banadir,Mogadishu Khada,Fiilow, 183 , 600 ,2.0409802,45.2604091,Bakad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0257,Banadir,Mogadishu Khada,Gaawarow, 83 , 445 ,2.0403536,45.2598402,Bakad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0258,Banadir,Mogadishu Khada,Gabdhale, 117 , 570 ,2.0407277,45.2604355,Bakad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0259,Banadir,Mogadishu Khada,Muuri, 78 , 415 ,2.0397865,45.2597445,Bakad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0260,Banadir,Mogadishu Khada,Bulsho Uroone, 130 , 705 ,2.0674762,45.2435689,Bakar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0261,Banadir,Mogadishu Khada,Hagardiid 2, 115 , 589 ,2.067246667,45.24382667,Bakar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0262,Banadir,Mogadishu Khada,Rajowanaag 2, 108 , 607 ,2.0674131,45.2440037,Bakar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0263,Banadir,Mogadishu Khada,Balanbalis, 55 , 445 ,2.0669807,45.2354427,Balan Balis,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0264,Banadir,Mogadishu Khada,Hanan2, 75 , 425 ,2.0669559,45.2354071,Balan Balis,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0265,Banadir,Mogadishu Khada,Aalim, 50 , 425 ,2.0605009,45.2312052,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0266,Banadir,Mogadishu Khada,Aqbabtallaal, 47 , 366 ,2.0601982,45.231404,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0267,Banadir,Mogadishu Khada,Aybuutay, 56 , 300 ,2.0409589,45.2604006,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0268,Banadir,Mogadishu Khada,Banaaney, 92 , 559 ,2.0403122,45.2606066,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0269,Banadir,Mogadishu Khada,Bishaaro 2, 98 , 531 ,2.0609153,45.2305936,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0270,Banadir,Mogadishu Khada,Dan Yar, 100 , 400 ,2.0614721,45.2307955,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0271,Banadir,Mogadishu Khada,Danwadaag, 40 , 200 ,2.0608395,45.2312161,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0272,Banadir,Mogadishu Khada,Deegaan, 40 , 355 ,2.0611763,45.2308347,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0273,Banadir,Mogadishu Khada,Dheyman, 45 , 452 ,2.0605152,45.2325557,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0274,Banadir,Mogadishu Khada,Docoley, 54 , 309 ,2.0409379,45.2603945,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0275,Banadir,Mogadishu Khada,Farxan, 54 , 448 ,2.0599619,45.2307261,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0276,Banadir,Mogadishu Khada,Furuqley, 25 , 331 ,2.0603727,45.2323688,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0277,Banadir,Mogadishu Khada,Gabley, 61 , 374 ,2.0600389,45.2298825,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0278,Banadir,Mogadishu Khada,Gadaan, 73 , 430 ,2.0409761,45.2603936,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0279,Banadir,Mogadishu Khada,Garsheemo, 101 , 611 ,2.0409781,45.2603711,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0280,Banadir,Mogadishu Khada,Gurmad Walaal, 85 , 425 ,2.0621064,45.2312646,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0281,Banadir,Mogadishu Khada,Harerley, 60 , 240 ,2.0409321,45.2604408,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0282,Banadir,Mogadishu Khada,Ilquud, 180 , 540 ,2.060826,45.2313085,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0283,Banadir,Mogadishu Khada,Kalsoon, 60 , 462 ,2.059618,45.2299198,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0284,Banadir,Mogadishu Khada,Kud Kudole, 50 , 250 ,2.0619224,45.2311569,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0285,Banadir,Mogadishu Khada,Laba Baal, 56 , 380 ,2.0613598,45.2309475,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0286,Banadir,Mogadishu Khada,Mudan, 110 , 440 ,2.0611786,45.2311212,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0287,Banadir,Mogadishu Khada,Mustaqbal, 50 , 314 ,2.0602312,45.2309536,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0288,Banadir,Mogadishu Khada,Muuqaal, 33 , 440 ,2.0607062,45.232235,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0289,Banadir,Mogadishu Khada,Omar Maadow, 35 , 373 ,2.0609457,45.2323268,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0290,Banadir,Mogadishu Khada,Talo Wadaag, 65 , 325 ,2.0614907,45.2308885,Banaanay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0291,Banadir,Mogadishu Khada,Doolaawe, 162 , 364 ,2.061446667,45.25257333,Bardhere,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0292,Banadir,Mogadishu Khada,Bulaalay, 150 , 265 ,2.0509394,45.2561797,Bariyoow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0293,Banadir,Mogadishu Khada,Nasrudiin, 70 , 232 ,2.0506238,45.2556739,Bariyoow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0294,Banadir,Mogadishu Khada,Rabi Toog, 45 , 135 ,2.0507249,45.2547834,Bariyoow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0295,Banadir,Mogadishu Khada,Taradishu, 100 , 250 ,2.050702,45.2558725,Bariyoow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0296,Banadir,Mogadishu Khada,Xaqdhowr, 75 , 375 ,2.0499926,45.2563931,Bariyoow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0297,Banadir,Mogadishu Khada,Biye Mace, 36 , 119 ,2.060865,45.25946167,Barwaqo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0298,Banadir,Mogadishu Khada,Doxo, 70 , 210 ,2.0670308,45.2352717,Barwaqo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0299,Banadir,Mogadishu Khada,Xingadud, 62 , 186 ,2.0669321,45.2355877,Barwaqo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0300,Banadir,Mogadishu Khada,Baali, 35 , 237 ,2.0587052,45.2606399,Barwaqo2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0301,Banadir,Mogadishu Khada,Beerlula, 76 , 632 ,2.0589217,45.2602164,Barwaqo2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0302,Banadir,Mogadishu Khada,Beyguule, 42 , 381 ,2.059566,45.2603453,Barwaqo2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0303,Banadir,Mogadishu Khada,Harir, 37 , 237 ,2.059618,45.2607072,Barwaqo2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0304,Banadir,Mogadishu Khada,Balad Salam, 40 , 421 ,2.0669945,45.239052,Basra,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0305,Banadir,Mogadishu Khada,Baladul Rahma, 55 , 525 ,2.0674201,45.2387195,Basra,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0306,Banadir,Mogadishu Khada,Barwaaley, 35 , 368 ,2.068215,45.238691,Basra,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0307,Banadir,Mogadishu Khada,Basra Yarey, 50 , 431 ,2.0668588,45.2385563,Basra,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0308,Banadir,Mogadishu Khada,Geeshaan, 45 , 385 ,2.0674317,45.2391155,Basra,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0309,Banadir,Mogadishu Khada,Baagey, 113 , 524 ,2.0407206,45.251063,Baxaabo 5,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0310,Banadir,Mogadishu Khada,Buulo Jiiq, 165 , 471 ,2.0410496,45.2508568,Baxaabo 5,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
